@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.323, 1.315, 3.058, -0.834, -0.44, 0
0.246, 0.477, 1.836, 0.926, 0.48, 0
0.226, 0.672, 1.4, 1.814, 0.0, 0
2.365, 0.282, 0.158, 0.155, -0.059, 0
0.116, 0.477, 0.743, 0.758, 0.0, 1
1.013, 1.772, -0.324, 0.206, 0.137, 0
2.17, -0.458, 0.274, 0.264, -0.124, 0
2.937, 0.357, 1.369, -0.287, -0.132, 0
0.375, 2.21, 1.43, 1.029, 0.0, 0
1.051, 2.749, -0.42, 0.301, 0.619, 0
3.15, 0.54, 0.227, 0.216, -0.061, 0
0.764, 2.524, 0.915, -0.32, -0.179, 0
0.212, 0.746, 0.905, 0.393, 1.21, 1
0.485, 1.094, 2.292, 1.109, 0.992, 1
1.022, 2.181, 0.53, -0.223, 0.0, 0
3.239, 0.65, -0.139, -0.067, 0.058, 0
0.151, 1.008, 2.353, -0.777, 0.0, 0
0.249, 0.964, 2.085, 1.071, 0.0, 1
2.663, -0.253, -0.117, 0.111, 0.063, 0
0.154, 0.52, 0.484, -0.534, 0.0, 0
0.029, -0.188, 0.383, 0.603, 0.0, 0
0.258, 1.188, 2.135, -0.667, -0.424, 1
1.508, 1.749, 0.569, -0.174, 0.0, 0
0.562, 1.013, 2.075, -0.383, 0.528, 0
3.328, -0.317, 0.134, 0.095, 0.055, 0
0.411, 1.587, 1.408, 0.585, -0.479, 0
0.437, 1.43, 2.477, -0.573, 0.388, 1
0.626, 2.386, -0.481, 0.321, -0.136, 0
-0.125, 1.264, 1.453, 0.575, 0.0, 0
0.4, 1.334, 1.457, 1.883, 0.0, 1
0.341, 1.523, -0.519, 0.373, -0.13, 0
0.21, 0.847, 1.963, -0.94, -0.732, 0
0.333, 1.453, 2.313, -0.639, 0.0, 0
3.232, 0.906, 0.491, 0.38, -0.121, 0
