@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.226, 1.179, 0.639, 0.92, 1.018, 1
0.185, 0.746, 1.31, 1.934, -0.782, 1
1.107, 1.683, 1.012, 0.521, 0.316, 0
0.22, 1.013, 2.32, 1.102, -0.359, 0
0.117, 0.557, 0.742, -1.242, 0.0, 1
0.542, 1.044, 1.083, -0.775, -1.045, 1
0.175, 0.548, -0.75, -1.084, 1.037, 1
0.38, 1.585, 0.644, -0.244, -0.128, 0
1.466, 1.697, 0.485, 0.283, -0.18, 0
2.389, 1.318, 0.691, 0.912, -0.24, 0
0.227, 0.878, 0.548, 1.898, 1.184, 1
0.705, 1.8, -0.386, -0.152, -0.086, 0
0.299, 0.891, 1.871, -0.51, 0.0, 0
1.909, 0.249, -0.08, 0.102, -0.07, 0
0.119, 0.614, 0.866, 2.237, -0.765, 1
0.826, 0.824, -0.271, -0.182, -0.131, 0
1.218, 1.73, -0.246, -0.11, 0.099, 0
0.838, 0.259, 1.82, 0.769, 0.429, 1
0.141, 0.345, 0.36, 0.969, 1.855, 0
1.869, 0.81, 0.206, 0.153, 0.105, 0
0.087, 0.425, 1.102, 1.916, 0.0, 0
2.571, -0.235, 0.2, 0.137, -0.132, 0
1.669, 1.822, -0.334, -0.116, -0.094, 0
0.56, 2.19, 1.354, -0.512, -0.224, 0
2.01, 2.213, -0.519, 0.45, 0.285, 0
0.094, 0.342, 0.561, -0.223, -0.46, 0
1.44, 2.132, -0.385, 0.249, 0.209, 0
0.14, 0.351, 0.563, 0.552, 1.222, 0
2.057, 0.308, -0.077, 0.071, -0.098, 0
0.636, 1.279, -0.573, -0.331, -0.269, 1
0.603, 0.722, 1.57, -0.392, 0.357, 1
2.756, 0.266, 0.158, 0.194, -0.063, 0
0.156, 0.416, 0.696, 2.056, -0.688, 1
0.633, 0.802, 2.23, -0.659, 0.0, 1
