@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
1.613, 2.71, -0.345, -0.185, 0.236, 0
0.141, 0.281, 0.457, 1.052, 1.666, 0
2.508, 1.436, 0.485, 0.158, 0.299, 0
0.356, 1.082, 2.255, -0.575, -0.644, 1
0.412, 1.283, 0.82, 0.425, -0.137, 0
0.241, 0.511, 0.665, 2.272, -0.859, 0
0.691, 2.636, -0.45, 0.243, -0.23, 0
0.074, 0.307, 0.355, -0.594, 0.0, 0
0.321, 2.368, -0.557, -0.297, -0.264, 0
1.025, 2.404, -0.505, 0.259, 0.435, 0
1.338, 1.555, 0.496, 0.517, 1.038, 0
0.586, 2.283, 1.34, -0.367, -0.168, 0
0.588, 2.574, 1.48, -0.412, -0.188, 0
0.145, 0.895, 2.319, -0.761, -0.559, 0
-0.966, 1.326, -0.329, -0.176, -0.15, 0
0.567, 0.671, 1.702, 1.233, 1.604, 1
1.024, 2.403, -0.505, 0.258, 0.434, 0
0.105, 0.495, 1.206, 2.321, 0.0, 0
0.097, 0.434, 0.746, 0.0, 0.0, 1
0.579, 2.811, 0.758, 0.495, 0.699, 1
0.99, 2.775, 0.717, 0.833, -0.224, 0
0.287, 0.532, 0.697, 1.884, 0.0, 1
1.311, 2.079, -0.433, 0.201, -0.252, 0
-0.784, 0.627, 0.475, -0.183, -0.185, 0
1.214, 1.807, 1.98, -0.398, -0.16, 1
0.603, 0.551, 1.518, 0.914, 0.517, 1
0.223, 0.395, 0.399, 1.208, 1.386, 0
0.322, 0.697, 0.758, 2.289, 2.125, 1
0.515, 2.105, 1.592, -0.564, 0.0, 0
0.135, 0.491, 0.384, -0.37, 1.116, 1
0.299, 0.658, 1.639, 0.851, 0.706, 1
1.092, 3.108, -0.643, -0.263, 0.162, 0
0.516, 1.509, 2.2, 0.783, -0.478, 0
1.298, 2.284, -0.325, -0.147, 0.19, 0
0.293, 1.106, 0.792, 2.263, -0.624, 1
