@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.255, 0.496, 1.861, 0.936, 0.456, 0
1.266, 2.537, 0.85, 0.607, -0.201, 0
0.236, 0.368, 0.404, 1.22, 2.13, 0
0.231, 0.471, 1.191, 1.862, 0.899, 0
1.846, 0.467, 0.155, 0.114, 0.107, 0
1.198, 2.3, -0.462, -0.17, -0.106, 0
0.154, 0.643, 0.916, 2.048, -0.818, 1
0.405, 1.153, 2.333, -0.772, 0.0, 0
0.334, 2.68, -0.536, 1.172, -0.369, 1
0.143, 0.542, 1.313, 1.501, -0.864, 0
1.02, 0.605, 1.869, 1.409, 0.756, 1
0.47, 1.373, 2.131, 1.264, -0.616, 1
0.089, 0.509, 0.626, 1.248, -0.478, 1
0.617, 1.621, 1.972, -0.6, -0.258, 1
-0.632, -0.881, -0.966, -0.868, -0.486, 1
0.062, 0.311, 0.418, -0.534, 0.0, 0
0.62, 1.855, -0.297, 0.241, 0.261, 0
2.547, 0.766, 0.293, 0.747, -0.234, 0
1.854, 0.906, 0.339, 0.2, -0.32, 0
0.441, 1.428, 2.168, -0.608, 0.412, 0
0.384, 0.852, 0.76, 1.245, 0.0, 1
0.211, 1.327, 2.243, -0.647, -0.297, 0
0.249, 0.381, 0.719, 0.869, 0.708, 1
0.495, 2.469, -0.708, -0.278, -0.148, 1
0.257, 0.596, 1.601, -0.782, 2.308, 1
0.374, 1.217, 1.518, 0.693, -0.502, 0
1.304, 2.43, 0.802, 0.643, -0.194, 0
1.898, 0.651, 0.157, 0.203, -0.124, 0
0.271, 0.596, 1.637, 1.056, 0.0, 1
0.115, 0.375, 0.486, 1.742, 0.0, 0
0.693, 3.104, -0.387, 0.303, 0.78, 0
1.443, 1.953, 0.7, 0.559, 0.0, 1
2.181, 1.505, 0.892, 0.698, -0.204, 0
0.254, 2.392, 0.689, 1.828, -0.544, 0
