@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
1.302, 1.829, -0.383, -0.134, -0.102, 0
0.066, 0.28, 0.417, -0.544, 0.0, 0
0.612, 2.418, 0.909, 0.425, 0.225, 0
0.599, 0.585, 1.525, 0.809, 0.429, 1
0.99, 2.66, -0.403, -0.164, 0.148, 0
2.168, 1.537, 0.842, 0.709, -0.195, 0
0.125, 0.675, 0.405, -0.755, 0.0, 1
1.308, 2.352, 1.289, -0.325, -0.129, 1
0.09, 0.361, 0.63, -0.87, 0.0, 0
0.39, 1.961, 0.67, 0.452, 0.0, 0
0.665, 2.971, -0.438, 0.257, -0.125, 0
0.113, 0.47, 0.856, 0.597, -0.789, 1
0.14, 0.295, 0.575, 1.349, 1.88, 1
0.242, 0.555, 1.887, 1.59, -0.572, 0
0.609, 1.359, -0.747, -0.271, -0.193, 0
1.402, 0.892, 1.488, 1.384, -0.652, 1
0.727, 1.561, 0.564, 0.236, 0.214, 0
0.284, 1.381, -0.306, -0.147, 0.116, 0
2.314, 1.351, 0.438, -0.138, -0.28, 0
1.001, 1.491, -0.225, -0.094, 0.095, 0
3.273, 0.301, 1.169, -0.223, -0.084, 0
0.302, 0.555, 0.595, 1.213, -0.873, 1
2.173, 1.246, -0.185, 0.192, -0.071, 0
3.078, 0.338, 0.198, 0.211, -0.089, 0
1.944, -0.434, -0.145, -0.079, -0.056, 0
0.055, 0.205, 0.2, 0.486, 1.356, 0
0.229, 1.112, 1.99, 1.062, 0.0, 0
0.173, 0.962, 0.788, 1.051, -0.38, 0
0.337, 1.78, 2.348, -0.639, -0.286, 0
0.102, 0.596, 0.601, 0.842, 0.8, 0
0.211, 0.538, 0.841, 2.189, 0.0, 0
2.723, 0.583, 0.284, -0.071, 0.089, 0
0.653, 1.061, 2.321, 1.546, -0.401, 1
0.883, 1.942, -0.443, 1.609, -0.483, 0
