@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.34, 2.16, -0.488, 0.361, 0.0, 0
0.338, 1.216, 2.052, 0.729, -0.238, 0
0.737, 2.989, 0.968, -0.351, 0.208, 0
0.326, 2.129, -0.537, 0.353, 0.0, 0
2.817, 0.729, -0.147, 0.22, -0.088, 0
0.725, 2.566, -0.518, -0.195, 0.0, 0
-0.053, 4.32, -0.486, -0.243, -0.162, 0
1.181, 1.305, 0.7, 1.809, -0.498, 0
0.234, 0.727, 1.28, 0.778, 1.449, 1
0.245, 2.125, 1.012, 0.494, -0.247, 0
0.555, 2.793, -0.465, -0.182, -0.125, 0
0.179, 0.426, 0.679, 1.696, 0.0, 0
0.138, 0.65, 1.206, 1.528, 0.0, 1
1.575, 1.624, 0.778, 0.398, 0.394, 0
0.2, 0.561, 2.212, -0.644, 0.327, 0
0.438, 3.131, -0.521, 0.324, 0.76, 0
1.017, 1.215, 1.091, 0.409, 0.233, 1
1.977, 1.376, -0.303, 0.236, -0.095, 0
0.438, 0.442, 1.164, 1.157, 0.813, 0
2.884, 1.03, 0.349, 0.219, -0.236, 0
0.613, 2.804, 0.67, 0.927, 0.56, 1
0.195, 0.587, 0.56, 1.021, 0.0, 1
0.348, 1.224, 1.643, 0.83, -0.406, 0
0.455, 2.047, 0.878, 0.322, 0.0, 0
0.148, 0.435, 0.924, 2.222, -0.722, 0
0.623, 0.613, 1.414, 0.62, 0.507, 1
1.446, 2.873, -0.521, -0.174, -0.115, 0
3.226, -0.214, 0.15, -0.075, 0.073, 0
2.089, 0.673, 0.148, 0.194, -0.138, 0
2.023, 1.543, -0.38, 0.199, -0.128, 0
1.078, 2.567, -0.399, -0.188, -0.122, 0
1.517, 1.186, 0.444, 0.248, -0.18, 0
1.156, 1.86, -0.268, -0.115, -0.084, 0
0.137, 0.714, 1.35, 0.972, -0.63, 1
